Text,Category
"【機種】Ｆ－０４Ｋ（ＡＲＢｅ）【カテゴリ】ｄフォト　【事象の概要】ｄフォトアプリで本体の写真を消さずに、おあずかり写真のみを消したい【発生日時】／　：
１４０６",操作説明
ｄフォトプリントをこれからも長く使っていきたいので、もう少し分かりやすく使いやすく改善していただけると助かります。【お客様アンケート(IC)】,アプリが使いにくい
ｄフォトの容量を増量したにも関わらず、ｄフォトを使用しようとすると「端末容量が不足しているのでアプリを使用出来ません」と表示、停止するのは何故ですか。,操作説明
"【機種】ｉＰｈｏｎｅ７　１３．６．１【カテゴリ】トラ）ｄフォト【事象の概要】ｄフォトプリントで「Ｄ１３４　認証できませんでした。」というエラーがでる
・ｄアカウント設定アプリインストール＞ｄアカウントが使用できません　再認証＞ＤＥ０５０　しばらく待ってから～
・モバイル通信が電波１～２本分【発生日時】／　：【再発有無】初事象／再発［外部機器］
０５０２",ログイントラブル
"ｄフォトプリントについてリニューアル後　過去の注文が再注文できなくなった。

今後、過去の（２０２０／０７／１６以前）注文履歴から新しいアプリで注文できるようにしてほしい。

注文番号が分かっている中新アプリで注文が出来ないのでドコモ側で過去分の注文を承れるように救済処置を講じてほしい。

お声を頂いた事に感謝申し上げ、貴重なご意見を賜った。",履歴が消えた
"【機種】ＤＭ－０１Ｋ（Ｄｉｓｎｅｙ）【カテゴリ】ｄフォト【事象の概要】ｄフォトで６月末に作成したフォトブックをもう一度作成したい【発生日時】／　：
０５０５",履歴が消えた
"【機種】ＳＯ－０２Ｋ（ＸＺ１Ｃｏｍ）／ＰＣ（Ｗｉｎ１０）【カテゴリ】データ移行／ｄフォト【事象の概要】端末からＰＣへ画像データを移行したが何処に保存されているか確認したい／ｄフォトのクラウドデータを端末にダウンロードしたい【発生日時】／　：
０３０４",操作説明
"【機種】ＳＣ－０３Ｌ（Ｓ１０）【カテゴリ】ｄフォト【事象の概要】ｄフォトで作成したアルバムで同じ物を作成したいが、履歴等に表示がないので確認したい【発生日時】／　：
０８０６",履歴が消えた
ｄフォトやってみて、たのしかった。ドコモショップより、電話の方が丁寧。聞きやすい。【お客様アンケート(IC)】,その他
"【機種】ｉＰｈｏｎｅ８　ＯＳ１３．６　【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリを起動すると「ｄ１３４」の認証エラーが出てくる【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント再認証で解決
２２０６",ログイントラブル
"【機種】ｉＰｈｏｎｅ８　【カテゴリ】ｄフォト【事象の概要】クラウド容量オプション解約希望ｄフォトアプリ起動するとログイン画面が一瞬表示され「ｒｅＣＡＰＴＣＨＡ」というエラー画面になり起動できない

【発生日時】８／２２　：【再発有無】初事象【解決方法】タスク画面から開き直しで改善
１００１",reCAPTCHA
勉強不足で、ｄフォトのサービスを知らなかった。【お客様アンケート(DS)】,その他
Ｄフォト変わったのはダメ　歩いてお得を廃止するのもダメ【お客様アンケート(DS)】,アプリが使いにくい
ｄフォトが変わったのでやりにくい　何で新しくしたんですか＆＃８２６５；＆＃６５０３９；【お客様アンケート(IC)】,アプリが使いにくい
ｄフォトに不満足【お客様アンケート(IC)】,その他
"【機種】ＳＨ－０１Ｌ（ＡＱ　ｓｅｎｓｅ２）【カテゴリ】トラ）▲その他ドコモ提供アプリ【事象の概要】ｄフォトプリントアプリの起動が出来ない
１１０２",起動トラブル
"【機種】ｉＰｈｏｎｅＸＳ【カテゴリ】ｄフォト【事象の概要】ｄフォトに写真をアップロードできない。（ファイルなし）【発生日時】／　：
０５０５",操作説明
ｄフォトについてフォトブックは複数同時に申し込みできるのにこよみフォトは１枚ずつしか注文できません。こよみフォトこそ、両実家などもプレゼントしやすく、無料枚数の消化に利用しやすいので一度に複数枚注文できるようにしてください。,こよみ複数
"ｄフォトバージョンアップについて

バージョンアップをして過去に印刷したフォトブックの履歴が見られなくなるのは非常に残念だ。通知などで周知していたのは理解したが、全てのお知らせが見られるわけではないので今後はこういったことがないようにして欲しい。",履歴が消えた
"【機種】ＳＨ－０４Ｌ（ＡＱＲ３）【カテゴリ】ｄフォト　【事象の概要】ｄフォトの動画が再生出来ない【発生日時】／　：【再発有無】初事象【解決方法】再生に設定していたサドパを削除、新たにビデオプレーヤーを選択していただき解決
１１０５",操作説明
"【機種】ｄｔａｂ　ｄ－０２Ｋ　９．０【カテゴリ】ｄフォト、▲その他ドコモ提供アプリ　ｄフォトプリント【事象の概要】ｄフォトプリントアプリでフォトブック作成の仕上がり確認画面でページをめくることが出来ない【発生日時】８／２１【再発有無】初事象【解決方法】ページの端辺りをタッチしたまま指をページをめくりたい方にスライドいただき改善。タッチパネルに貼られているフィルムの影響で反応が悪くなっている可能性をお伝えし終話。

０１０４",操作説明
"【機種】ＳＯ－０１Ｋ（ＸＺ１）ＯＳ９．０【カテゴリ】ｄフォト【事象の概要】ｄフォトのマイアルバムをホーム画面に追加して直接確認出来るようにできないか。【発生日時】／　：
０９０３",その他
"【機種】ｉＰｈｏｎｅ１１【カテゴリ】ｄフォトプリント　【事象の概要】ログインできない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリで設定後ログイン
１４０４",ログイントラブル
ｄフォトを勧められた際に、１ヶ月は無料と案内されたが、利用しない場合廃止の手続きが必要とは案内されなかった。また、手続きの際、ＤＳのスタッフのミスで名前のフリガナを誤って登録され、口座振替の手続きの際にできなかったりと不手際があった。案内すべきことはしっかり案内してほしい。,サービス案内
"【ご要望】
・ｄフォトでのカレンダーがあるが、いろんなタイプを用意して欲しい。
・日めくりカレンダーや、一般的なカレンダー（ポスターのような大きさの１２月分あるカレンダー）が作れるようになると、嬉しい。",その他
ｄフォトを契約しており毎月写真のプリントをしていたのですが、新しくｄフォトプリントアプリが出来てそちらでプリントをしようとすると未契約ですとの表示が出て注文ができませんちなみにｄフォトではｄアカウントは発行していなく携帯番号でのログインですｉＰｈｏｎｅ,ログイントラブル
"【機種】ｉＰｈｏｎｅ７【カテゴリ】ｄフォト　【事象の概要】ｄフォトプリントで「ｄ１３４　認証エラー」【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリでｄアカウント再設定
１４０２",ログイントラブル
ｄフォトを使っています。前の方が使いやすかったかなって思います。←あくまでも私の意見です。申し訳ございません。サービスについては、月額使用料で、Ｌ判３０枚無料！送料なし！大変満足しています。わざわざ現像をしに出向く必要がないし、自分の携帯内で操作ができ、ドコモ様のサービスという安心感で大事な個人データを扱えるって嬉しい限りです。ありがとうございます。【お客様アンケート(IC)】,アプリが使いにくい
"【機種】ＳＯ－４１Ａ【カテゴリ】ｄフォト【事象の概要】自動お預かり機能がしない処理中にエラーが発生しましたとなるｄフォトアプリ再インストール済み再起動済み【発生日時】購入当初【再発有無】初事象【解決方法】タスク終了＞Ｗｉ－ＦｉＯＦＦにして４Ｇで一旦起動して解決
０３０１",操作説明
"【機種】ｉＰｈｏｎｅ８　【カテゴリ】トラ）ｄフォト【事象の概要】アプリのサイズが３２．４８ＧＢになっており、お預かり保存も処理が完了しない。【発生日時】／　：【再発有無】初事象［外部機器］
１３０３",その他
"【機種】ｉＰｈｏｎｅ８　１３．６【カテゴリ】ｄフォト　【事象の概要】ｄフォトアプリからプリントアプリを利用しようとするとご主人のｄアカウントが表示されてしまうので自分のｄアカウントに直したい。【発生日時】８／２１　：【再発有無】初事象【解決方法】ｄアカウント設定アプリをインストール→ご主人のアカウントを解除→自分のアカウント再設定し解決
０２０４",ログイントラブル
"【機種】Ｆ－０４Ｋ　ＯＳ：１０【カテゴリ】フォト・ｄフォト【事象の概要】アルバムから写真が消えた。元に戻したい。

０４０１",履歴が消えた
先月　７月からｄフォトを注文しました。今月分を注文しようとすると　金額が０で表示されます。ｄフォｔプリントのアプリを取ったからでしょうか？０円のまま注文しても　いいのでしょうか？ｄフォトの問い合わせに電話してもつながらないのでメールしました、よろしくお願いします,サービス案内
"【機種】機種不明【カテゴリ】ｄフォトプリント【事象の概要】預かり写真にない端末内の写真でもフォトブックの作成やＬ版プリントができるのか。【発生日時】
■社内問い合わせ：遠隔横浜センター
０９０６",操作説明
"【機種】ｉＰｈｏｎｅＸＳ　１３．６．１【カテゴリ】トラ）ｄフォト　【事象の概要】写真を預けられない。［発生手順］写真を開き「お預かり保存」の押下［エラー文言］アプリホームの上部　お預かりできなかったファイルがあります　確認→お預かりできないファイルです（ファイルなし）［発生日時］８／２０　：［再発有無］初事象［事象発生のきっかけ］［発生環境］Ｗｉ－Ｆｉ・発生機種［発生頻度］［トラブルシューティング］ファイル形式はＨＥＩＣ。他ファイルではまだ試していない。

入電時、検証機でも再現有。その後預けられたので、何度か預ける操作を試したり「写真」で開いてみてから預ける操作をしたり一度４Ｇで通信してみてどうかをお試しいただこうとしていました。

１１０３",操作説明
ｄフォト廃止するとプリント権利や注文履歴が消去される説明がなかった。,履歴が消えた
ｄフォトの契約をしている。こよみフォトに興味があるため、詳しく確認が出来る冊子などがあるのかと、郵送してもらえるかを知りたい。,サービス案内
ｄフォトのアップロードが出来ません。どうしたらいいのでしょうか？ｉＰｈｏｎｅ７,操作説明
"【機種】ｉＰｈｏｎｅ８　１３．６【カテゴリ】ｄフォト　【事象の概要】子育て応援プログラム権利有。ｄフォトアプリは開けるがｄフォトプリントのフォトブックを作るを開くと「申し込みが必要です」なってしまう。【発生日時】／　：【再発有無】初事象／再発【解決方法】ｄフォト契約がなかったことをご案内して解決
１３０１",対象外
"【機種】ＳＨ－０１Ｋ　９．０　／ビルド最新【カテゴリ】ｄフォト【事象の概要】お預かり写真の削除ができない。「処理中にエラーが発生しました」と表示される。【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトの入れ直し＞ログイン時にＷｉ－ＦｉをＯＦＦにして解決。
０４０１",操作説明
"【機種】ＤＭ０１Ｈ【カテゴリ】ｄフォト　【事象の概要】こよみフォトで横長の写真を使いたい。左右が切れてしまうので画像を回転させて納めたが、「月」や「コメント」を回転させることは出来るか。【発生日時】８／２０　：

１１０３

［機能改善につながる意見・要望］何に対して：こよみフォト／キャンペーン開始時期／フォトブック３ｍｍ－５ｍｍ切れる件どの様な要望があるのか：縦だけでなく横を用意して欲しい／月末ギリギリに告知するのではなく、月初から告知して欲しい／切れるくらいならコメントのほうに印刷エリアを下げて欲しい",対象外
"【機種】ｉＰｈｏｎｅ７【カテゴリ】トラ）その他ｄ系アプリ：ｄフォト【事象の概要】
・ログインができない。ログインしようとすると「ｒｅＣＡＰＴＣＨＡで保護されています」と表示される。
・クラウドの容量が一杯と表示される。［発生手順］［エラー文言］［発生日時］／　：［再発有無］初事象［事象発生のきっかけ］［発生環境］発生機種［発生頻度］［トラブルシューティング］「ｒｅＣＡＰＴＣＨＡ」画面からアプリタスクを起動し、ｄフォトに戻りログイン・容量についてはデータを整理していただくよう案内
１００５",reCAPTCHA
７．２採用ｄフォトの繰りこし機能について案内,サービス案内
"お世話になっております。先日ｄフォトについてお問い合わせをさせていただきました坂常です。
７月２３日に注文したこよみフォトが未だに届かないという内容でした。その時頼んだのが８月のカレンダーだったので、９月のこよみフォトにして先日もう一度注文させていただきました。そして本日無事に届きました。それが、私が想像していた（今まで届いていたアルバムやＬ版の写真）のサイズに比べるとだいぶ小さく薄いものでした。これなら前回のこよみフォトは、他の郵便物（ちらしなど）に挟まれてしまっていて、不用なものと一緒に私が捨ててしまったのだと思います。この度は私の不注意にもかかわらず、何度もお騒がせをして本当に申し訳ありませんでした。メールにて失礼いたします。",その他
"【機種】ｉＰｈｏｎｅＸＲ　１３．５．１【カテゴリ】その他ｄ系アプリ　ｄフォトプリント【事象の概要】ｄフォトプリントアプリから「メニュー」や「フォトブックを作る」を押すと「Ｄ１３４」とエラーが表示されて進めない。【発生日時】／　：【再発有無】初事象【解決方法】ｓａｆａｒｉのサイト越えトラッキングを防ぐ：ＯＦＦ＞ｄアカウント設定アプリを設定して解決。
０４０１",ログイントラブル
ｄフォトでプリント注文する際に、Ｇｏｏｇｌｅフォトから写真を選択する操作方法を知りたい。,操作説明
"【機種】ＳＯ－０２Ｊ【カテゴリ】トラ）ｄフォト　【事象の概要】お預かり写真に重複している画像があり、消してもまた同じ状況に戻る【発生日時】／　：【再発有無】初事象／再発［外部機器］社内問合せ遠隔沖縄センター
２２１１",操作説明
"【機種】ｉＰｈｏｎｅＸＲ　【カテゴリ】ｄアカウント【事象の概要】ｄフォトプリントでログインできないｄアカウント設定アプリでＤ４５７のエラーが出てアカウント設定が出来ない　【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリでアカウントを再設定
１２０２",ログイントラブル
"【機種】機種不明（ｉＰｈｏｎｅ）【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリが起動できない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリの再認証後に解消

１１０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ７以前　【カテゴリ】▲その他ドコモ提供アプリ　【事象の概要】ｄフォトプリントアプリのプリントサービスの写真選択画面のお預かり写真に写真が表示されない。また、ｄフォトアプリの端末写真に写真が表示されない。【発生日時】／　：【再発有無】初事象【解決方法】お預かり写真選択画面の＋ボタンを押してダウンロードすることで選択可能であることを案内。ｉＣｌｏｕｄの写真共有が有効化されており、ストレージを最適化にチェックが付いているため、本体に写真が保存されていない可能性があり、端末写真に表示がされないことを案内。
０９０４",操作説明
"【機種】Ｆ－０１Ｊ【カテゴリ】ｄフォト【事象の概要】ｄフォトプリント以前の履歴が消えた【発生日時】／　：【再発有無】初事象／再発【解決方法】
０８０１",履歴が消えた
"【機種】ｉＰｈｏｎｅ８Ｐｌｕｓ　ｉｏｓ１３．６【カテゴリ】ｄフォト【事象の概要】プリントサービスにログインできない。アプリのトップ画面からなにかボタンを押すと「Ｄ－１３４　認証エラー・処理中エラー」とでてきてログイン出来ない。【発生日時】８／１９【再発有無】初事象【解決方法】ｄアカウント設定アプリをインストールし改善
０２０２",ログイントラブル
"【お客様情報】
・携帯電話番号、フルネーム聴取　本人確認済。【問合せ内容】
・６月２９日頃に購入したが、当初から４点事象が起こっている。
・以前も電話で２回問い合わせたが、折り返しの電話に出れなかったりして改善の話ができず解決しなかった。
・ＤＳにも行ったが解決しなかった。

▼事象
１）ｄフォト：アプリを開いて終了すると、「稼働中」やｄのアイコンが画面にずっと表示されたままになる。
・電源の入れ直しをすると一時的に改善するが、アプリを開くと起こる。
２）電話帳：編集する度に、毎回「一部の同期ができません」と表示される。同期できないのは困る。
３）マナーモード：サイレント（音、バイブなし）にしているのに、勝手に音やバイブが鳴り設定が変わる。頻繁に起こる。
４）画面の明るさ調整：８０くらいの明るさにしているが、同じ環境なのに勝手に画面が暗くなる。【リセット・設定改善状況】
・お客様自身で電源の入れ直しをしているが事象改善なし。
１）ｄフォトアプリを含め、ドコモのアプリは全て最新なのを確認。
・ｄフォトのキャッシュ削除を実施し改善。【ソフトウェア更新確認】
・改善情報なし＋最新ビルド番号のため、今後の更新を推奨。【回答】
・その他の事象に関して、設定要因の可能性がある旨案内。【要望／転送】
・電話帳やマナーモード、画面の明るさ設定の確認の為、ＡＩＣへ転送。【ＣＡＴ　Ｎｏ．】１３事象SH-02M AQUOS sense3,E: ﾄﾞｺﾓ提供・提携ｱﾌﾟﾘ関連",操作説明
"【誰が】お客様【何を（どのサービス）】ｄフォト【どのような時に】初回ログイン【なぜ（理由・背景）】ｄアカウントでログインをしようとするとＳａｆａｒｉの画面が起動した直後にｒｅＣＡＰＴＣＨＡの認証画面が表示されて利用できない

画面内には左上に利用規約画面のみで表示されていて画面がすすめられない【どうして欲しいのか】エラーを改善してｄアカウントでも利用できるようにして欲しい",reCAPTCHA
"【機種】Ｆ－０２Ｌ（ＡＲＢｅ３）【カテゴリ】▲その他ｄ系アプリ　【事象の概要】ｄフォトアプリでお預かり保存をしようとすると「処理中にエラーが発生しました。お預かりできないファイルが１件あります。アップロードに失敗しました　」と表示される【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント再設定で改善
０２０５",操作説明
"【機種】ＳＨ－０１Ｈ／ＯＳ７．０／ビルド０８【カテゴリ】ｄフォト【事象の概要】ｄフォトを開いた画面では表示される写真が、三＞ｄフォトプリントアプリへ＞Ｌ判プリントを開くも写真が表示されていない。【発生日時】／　：【再発有無】初事象【解決方法】該当の写真は本体アルバムにも表示なし。Ｇｏｏｇｌｅフォトから該当写真をダウンロード実施。Ｌ判プリント＞ｄフォト（お預かり）＋から確認ができたためダウンロードをしていただく。
０１０７",操作説明
"【機種】機種不明（他社端末にドコモＳＩＭ）【カテゴリ】トラ）Ｇｏｏｇｌｅ　Ｐｌａｙ　【事象の概要】ｄフォトが更新できない【発生日時】／　：【再発有無】初事象［外部機器］
０６０３",インストールトラブル
"【機種】ＳＯ－０２Ｈ【カテゴリ】ｄフォト【事象の概要】ｄフォトをインストールしようとしても「待機しています。」という表示が出続けてインストールが終わらない。【発生日時】／　：
１３０６",インストールトラブル
"【機種】ｉＰｈｏｎｅ７【カテゴリ】ｄフォトプリント【事象の概要】フォトプリントなどのメニューに進もうとすると「認証エラー」が出る。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリをインストール＞現在のｄアカウントでログイン
０９０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ８　【カテゴリ】トラ）ｄフォト　【事象の概要】プリントサービスが利用できない［発生手順］［エラー文言］通知バー・ポップアップ画面・トースト［発生日時］／　：［再発有無］初事象／再発［事象発生のきっかけ］［発生環境］パケット通信・Ｗｉ－Ｆｉ・ＳＩＭあり・ＳＩＭなし・ＳＩＭロック解除済・ＭＶＮＯ利用・発生機種・発生環境機種［発生頻度］［トラブルシューティング］再起動・アプリ入れ直し・ｄアカウント設定アプリインストール・ｄフォト契約確認
１２０３",ログイントラブル
ｄフォト、Ｍｙアルバムから写真選択してアルバム作成できず使いかってが悪くなったので機能を復活してほしい【お客様アンケート(DS)】,マイアルバムから選べなくなった
ｄフォトのアプリのアップデートに伴いアップデート前までに作った過去のフォトブックが見られない為見られるようにしてほしいと改善のお声を頂きました。,履歴が消えた
ｄフォトでフォトブックを作成するために写真を選択するとき、いままでマイアルバムから選べていたのが出来なくなって不便。フォトブックにいれるコメントに絵文字や顔文字をいれられるようにしてほしい。,マイアルバムから選べなくなった
前回も書き込みましたが、ｄフォトのアルバムを毎月作成してますが、出来上がりの上の枠がなく写真の上が少し切れる状態になるので困ります。ノハナの仕上がりの様に完璧にして欲しいです。ノハナのアルバムと比較して下さい。【お客様アンケート(IC)】,その他
ｄフォトで写真を「お預かり」しようとしたが、５Ｇの容量がいっぱいで預かれないと表示された。子育て応援プランで子供の小学校卒業まで５０Ｇ使える認識だったが、変わったのか。ＳＯ－０３Ｋ,対象外
ｄフォトが最悪の退化をしています。過去の注文履歴の内容を見たいと思います。見方を教えて下さい。回答は２０２０年８月２０日１７時までにお願いします。「見方」です。よろしくお願いします。,履歴が消えた
スマホに入っている、ドコモ独自のアブリが多すぎるかなとは思います。ｄフォトがリニューアルしましたが、前のままで良かったと思います。使いづらくなりました。そこは残念です。【お客様アンケート(IC)】,アプリが使いにくい
"【機種】Ｆ－０３Ｇ【カテゴリ】▲その他ｄ系アプリ　【事象の概要】ｄフォトプリントアプリがインストールできない【発生日時】／　：【再発有無】初事象【解決方法】非対応
１４０２",インストールトラブル
"お世話になっております。坂常［人名］と申します。ｄフォトについてなのですが、先日２回お電話をさせていただいたのですが、音声が乱れて途中で切れてしまいました。
７月２３日に、こよみカレンダーを注文（注文完了メールも来ました）して７月３０日に発送メールが来ましたが、未だに届きません。その時一緒に頼んだＬ版の写真は２９日に発送されて３１日に届いています。住所も間違っていません。今までこんなことはなかったのに、どうなっているのでしょう。お手数をおかけしますがよろしくお願いいたします。",その他
今回の電話の対応は　よかったと思いますが、質問させてもらったｄフォトのバージョンアップにより、使い勝手がかなり悪くなった点が非常に残念です。長く使っているので、余計にそう思います。改善して欲しいと思ってます。【お客様アンケート(IC)】,アプリが使いにくい
"【機種】ＳＨ－５１Ａ（ＡＱＲ５Ｇ）【カテゴリ】トラ）ｄフォトアプリ【事象の概要】スマートフォンの写真をパソコンに移行したい【発生日時】／　：【再発有無】初事象
１１０２ＶＰＮなし／ＣｈｒｏｍｅのＣｏｏｋｉｅ削除するも４Ｇでｄアカウントのパスワードの確認ができない状態。ＰＣがＭＡＣでしたのでＡｐｐｌｅ側に他の移行方法確認お願いし終話",操作説明
"【機種】機種不明　ｉＰｈｏｎｅ【カテゴリ】トラ）ｄフォト　プリント【事象の概要】別のｄアカウントにｄフォトの契約あり。アプリを立ち上げると「ｄ－１３４　認証エラー。入力に誤りがあります」とエラー。【発生日時】／　：【再発有無】初事象［外部機器］
０５０４",ログイントラブル
ｄフォトプリントアプリについて。プリントしようと写真選択を行い、次へを押すとエラーが出て先に進めません。Ｓｃ０４ｊ,操作説明
"【機種】ｉＰｈｏｎｅ１１　【カテゴリ】▲その他ドコモ提供アプリ　【事象の概要】ｄフォトプリントアプリを開くと「ｄ１３４　認証エラー」が発生する【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリでのｄアカウントログインで改善
０１０６",ログイントラブル
どこに問い合わせたらいいかわからず、こちらのメールで失礼します。ｄフォトを利用しているのですが、ｄフォトプリントというアプリがどうしてもエラーが出て何も反応しません。アプリを再インストールしても改善されず、困っています。お金だけ払ってる状態になっていると思います。どのようにしたらいいかご教授願います。エラーは、［Ｄ１３４］認証エラーと出ます。その後、処理中にエラーが出ました。と出ます。時間を置いても出ます。よろしくお願い致します。ｉＰｈｏｎｅＸＲ,ログイントラブル
"【機種】ｉＰｈｏｎｅ８　ＯＳ１３．５．１【カテゴリ】ｄフォト【事象の概要】ｄアカウントでログインしようとすると「ｒｅＣＡＰＴＣＨＡで保護されています」というＳａｆａｒｉのページに移動してしまう。【発生日時】／　：【再発有無】初事象【解決方法】ＳＰモード通信状態にして電話番号でログイン。
１２０４",reCAPTCHA
"【機種】ＳＣ－０２Ｌ（Ｆｅｅｌ）【カテゴリ】ｄフォト　【事象の概要】ｄフォトプリントの「続きから作る」が表示されない【発生日時】／　：
１２０６",操作説明
"【機種】ｉＰｈｏｎｅ【カテゴリ】▲その他ｄ系アプリ　ｄフォトプリント　【事象の概要】ログインを行いフォトブックを作成しようとすると、契約を求める画面になる。【発生日時】／　：【再発有無】初事象【解決方法】本体のｄアカウント設定アプリに、キャリアフリーのアカウントが設定されていることが原因だった。電話番号に紐付いたアカウントで設定しなおしで改善
０９０２",ログイントラブル
"【機種】ＳＣ－０３Ｌ【カテゴリ】ｄフォト【事象の概要】フォトブックを作成しようとしたら３月より以前の写真が表示されず作成できない【発生日時】／　：【再発有無】初事象【解決方法】フォトブックを作る→ｄフォト（お預かり）右下の＋ボタンから写真を追加する事で改善
１００２",操作説明
"ｄフォトにいらない機能が多すぎる主に思い出などいらない。バッテリー内臓はやめて外付けにすべき。欧米にくらべ通信費が高いので安くするべき。

上申希望",その他
Ｄフォトなど運営する側の個人情報の管理また、商品が、手に届くまでが商売と言う、認識がたりない。すこしアグラをかいている運営にこのくらいの高い金額をとっているのにサービスなら安い会社にしょうかと本気で考えている長年契約していりのでこちらも惰性で続けているだけだ。【お客様アンケート(IC)】,その他
ｄフォトとｄマガジンのアプリを利用しているがタブレットも利用していて大変便利です【お客様アンケート(IC)】,その他
先日、携帯を購入し一押しサービスに入りました。契約の際にｄフォトが使用でき、フォトブックがもらえると聞きましたので利用したいのですがね、ｄフォトのアプリ上は契約中でしが、ｄフォトブックのアプリ上では未契約となっており、申込みのアナウンスがでます。一押しパックではフォトブックは利用不可でしょうか？,その他
ｄフォトに長い動画預けられたら良いなーと思いました。そしたら修理交換がスムーズになります【お客様アンケート(DS)】,その他
ｄフォトなぜマイアルバムを無くしたのか。,マイアルバムから選べなくなった
"【機種】ｄｔａｂ　ｄ－０２Ｋ【カテゴリ】ｄフォト【事象の概要】先月（７／１７）注文したフォトブックの再注文の方法と、再編集の方法を確認したい。【発生日時】８／１７
０３０２",操作説明
"ｄフォトプリントサービスアップデートについて

今までずっと溜めていたアルバムや注文履歴が閲覧できなくなってしまってすごく残念。長い間利用してきたのに今回のアップデートはメリットがないと感じた。",履歴が消えた
"【機種】機種不明　【カテゴリ】ｄフォト　【事象の概要】アプリのアップデートをする際にマイアルバムが確実に消えないか確認したい。またアルバムが１つ消えたが復元することは可能か確認したい【発生日時】／　：
■社内問い合わせ　遠隔沖縄センター　
３３０４",マイアルバムから選べなくなった
ｄフォトリニューアル以前にプリントサービスを利用したとき、選んだ写真がアルバムとしてまとめられていたが、リニューアルしたせいで、せっかく選んだアルバムが消えてしまっていた,マイアルバムから選べなくなった
"【機種】ｉＰｈｏｎｅ８　１３．６．１【カテゴリ】トラ）ｄフォトプリント【事象の概要】プリントメニューボタンを押すと認証エラーＤ１３４となる再起動、ｄフォトプリント再インストール済み【発生日時】／　：【再発有無】初事象［外部機器］
０３０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ１１Ｐｒｏ　【カテゴリ】▲その他ドコモ提供アプリ　【事象の概要】ｄフォトプリントアプリをインストールし起動すると「Ｄ１３４　認証エラー」が発生しアプリの操作ができない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリからｄアカウントのログインを行い改善
０１０６",ログイントラブル
"【機種】その他　【カテゴリ】ｄフォト　【事象の概要】ｄフォトのＰＣ操作方法を確認したい【発生日時】／　：
０２０５",操作説明
"【お客様情報】
・携帯電話番号、フルネーム聴取　本人確認済（ＩＶＲ認証ＯＫ）。

【問合せ内容】
・ｄフォトで頼んだ写真がまだ届かない。

【要望／転送】
・ＴＩＣに転送。

【ＣＡＴ　Ｎｏ．】６事象L: 料金・商品・ｻｰﾋﾞｽ問合せ",その他
"【機種】ｉＰｈｏｎｅＸＳ／１３．６【カテゴリ】ｄフォト／ｄポイントクラブアプリ【事象の概要】全ての写真が「預け入れできないファイルです（ファイルなし）」と表示され預け入れできない。「Ｅ０１９」のエラーでｄポイントクラブのアプリにログインできない。【発生日時】／　：【再発有無】初事象【解決方法】ストレージの最適化からオリジナルをダウンロードに変更し改善。ｄアカウント設定アプリをインストール、設定し改善。
０６０２",対象外
"■案件番号／３３＋０８１７＋１２０４
■通話先／お客様
■特記事項／ｉＰｈｏｎｅのｄフォト操作",操作説明
"【機種】機種不明（ｉＰｈｏｎｅ）【カテゴリ】トラ）ｄフォト【事象の概要】契約は家族の回線にしており、マルチデバイスで利用していた。ｄフォトとｄフォトプリントアプリに分かれるようになってからログイン画面がなくなり、未契約となってしまう。［発生手順］［エラー文言］［発生日時］／　：［再発有無］初事象［事象発生のきっかけ］［発生環境］発生機種［発生頻度］［トラブルシューティング］ｄアカウント設定アプリに契約のあるアカウントでログインして頂くよう案内
１００５",ログイントラブル
"ｄフォトについてｄフォトの無料プリントが、たまっているので「こよみフォト」にしたいです。同じものを３枚プリントしたいのですが、１枚ずつしか頼めないのでしょうか？それぞれに送料がかかってしまうので、同じものなら一気に「
３枚」として、申し込みたいのですが。",こよみ複数
"【機種】ＳＨ－０１Ｋ（ＡＱｓｅｎｓｅ）【カテゴリ】Ｇｏｏｇｌｅ　Ｐｌａｙ　【事象の概要】Ｐｌａｙストアからｄフォトプリントサービスをインストールしようとすると「お支払い方法の選択」画面が出てきてこれをどう進めればいいのか分からない【発生日時】／　：【再発有無】初事象【解決方法】スキップ選択肢アプリインストール完了
０１０６",インストールトラブル
